"Plate Number/Position Number",Prestw number,Chemical name,Structure,Broad Therapeutic class,Reported therapeutic effect,Inhibition Index
17G06,Prestw-1907,Nikethamide,,Central Nervous System 'Respiratory 'Cardiovascular,Respiratory stimulant 'CNS Stimulant 'Antipoison,0.115638414
19E09,Prestw-2053,Enocitabine,,Oncology,Antineoplastic,0.115415728
06B08,Prestw-1298,Lamivudine,,Infectiology,Antiviral,0.115412797
17F11,Prestw-1902,Nefiracetam,,Central Nervous System,CNS Stimulant 'Anti-Alzheimer,0.114972131
09H10,Prestw-719,Cephalothin sodium salt,,Infectiology,Antibacterial,0.114864959
07G04,Prestw-543,Betahistine mesylate,,Allergology,Vasodilator,0.114364267
03H03,Prestw-232,Scopolamin-N-oxide hydrobromide,,Neuromuscular,Antispastic 'Mydriatic,0.114214602
03G09,Prestw-228,Tropicamide,,Neuromuscular,Mydriatic,0.114159292
10D11,Prestw-760,Pipenzolate bromide,,Gastroenterology,Antispastic,0.114003609
11H09,Prestw-878,Ioversol,,Diagnostic,Contrastant,0.11370878
10A11,Prestw-730,Balsalazide disodium salt,,Gastroenterology,Anti-inflammatory,0.112398021
01F06,Prestw-55,Acetohexamide,,Endocrinology,Antidiabetic 'Anti-infiammatory,0.111508231
14H10,Prestw-1119,Clocortolone pivalate,,Endocrinology,Anti-inflammatory,0.110981007
18C09,Prestw-1969,Delapril Hydrochloride,,Cardiovascular,Antihypertensive,0.110743736
02C11,Prestw-1192,Oxandrolone,,Endocrinology 'Metabolism,,0.110507148
02F10,Prestw-139,Cefotaxime sodium salt,,Infectiology,Antibacterial,0.110217246
10B10,Prestw-739,Levonordefrin,,Cardiovascular,Vasoconstrictor,0.109886717
03B02,Prestw-171,Tranexamic acid,,Hematology,Hemostatic,0.109623894
06G06,Prestw-1464,Tosufloxacin hydrochloride,,Infectiology,Antibacterial,0.109494554
06C09,Prestw-428,Roxatidine acetate hydrochloride,,Gastroenterology,Antiulcer,0.108691364
07A03,Prestw-482,Cefotiam hydrochloride,,Infectiology,Antibacterial,0.107918112
13C11,Prestw-1310,Phenylbutazone,,Metabolism,Anti-inflammatory,0.107450118
12A03,Prestw-882,Bemegride,,Central Nervous System,CNS stimulant,0.107316063
05B09,Prestw-338,N6-methyladenosine,,Oncology,Antineoplastic,0.107287696
02H10,Prestw-159,Dihydrostreptomycin sulfate,,Infectiology,Antibacterial,0.106810893
10F10,Prestw-779,Zomepirac sodium salt,,Metabolism,Anti-inflammatory,0.106757879
05H02,Prestw-391,Terbutaline hemisulfate,,Respiratory,Antiasthmatic 'Bronchodilator 'Muscle relaxant,0.106263664
08B11,Prestw-1228,Argatroban,,Hematology,Anticoagulant,0.105645699
07H08,Prestw-557,Dirithromycin,,Infectiology,Antibacterial,0.104974198
12H11,Prestw-960,Aminocaproic acid,,Allergology 'Hematology,Antifibrinolytic 'Hemostatic,0.104191632
04D02,Prestw-271,Vincamine,,Central Nervous System,CNS Stimulant 'Vasodilator,0.104102051
12H04,Prestw-536,"(R,+) Atenolol",,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive 'Antimigraine,0.103325825
12B03,Prestw-1416,Flubendazol,,Metabolism,Antihelmintic,0.103288182
17G07,Prestw-1908,Paroxypropione,,Endocrinology,Antigonadotropin,0.101543981
06F04,Prestw-1257,Calcipotriene,,Dermatology,Antipsoriatic,0.101420378
03F08,Prestw-217,Mebendazole,,Infectiology,Antihelmintic,0.101327434
12H05,Prestw-954,Tyloxapol,,Respiratory,Mucolytic,0.101293063
17C05,Prestw-1948,Entecavir,,Infectiology,Antiviral,0.101133961
19D10,Prestw-2089,Thyrotropin-Releasing Hormone,,Diagnostic,Diagnostic,0.100336917
17G11,Prestw-1913,Ethenzamide,,Central Nervous System,Analgesic 'Anti-inflammatory,0.100211416
19G03,Prestw-1986,Ibufenac,,Rheumatology,Anti-inflammatory 'Analgesic,0.100195553
05G11,Prestw-390,Fusidic acid sodium salt,,Infectiology,Antibacterial,0.099583073
09H04,Prestw-713,Dipyrone sodium salt,,Central Nervous System 'Metabolism,Analgesic 'Antiasthmatic 'Antipyretic 'Bronchodilator,0.099539396
03D09,Prestw-198,Salbutamol,,Neuromuscular 'Respiratory,Bronchodilator 'Tocolytic,0.099502212
09G11,Prestw-1136,Doxofylline,,Respiratory,Bronchodilator,0.099204411
03H11,Prestw-240,Proglumide,,Gastroenterology,Antiulcer,0.099115044
08D11,Prestw-1367,Zopiclone,,Central Nervous System,Hypnotic 'Sedative,0.098488553
18B08,Prestw-1950,Quatacaine,,Central Nervous System,Anesthetic,0.098235271
03C05,Prestw-184,Methocarbamol,,Central Nervous System,Analgesic 'Muscle relaxant,0.098174779
10C02,Prestw-1821,Bimatoprost,,Ophthalmology,Antiglaucoma,0.096630324
07B09,Prestw-498,Artemisinin,,Infectiology,Antimalarial,0.096548515
08F11,Prestw-1502,Acamprosate calcium,,Central Nervous System,Antiaddictive,0.096443654
19D09,Prestw-2088,Midecamycin,,Infectiology,Antibacterial,0.095530546
08B08,Prestw-1271,Escitalopram oxalate,,Central Nervous System,Antidepressant,0.095421205
02H09,Prestw-158,Neomycin sulfate,,Infectiology,Antibacterial,0.095287275
18C11,Prestw-1971,Manidipine Dihydrochloride,,Cardiovascular,Antihypertensive,0.095088236
08G03,Prestw-1217,Amisulpride,,Central Nervous System,Antipsychotic,0.094621027
01F05,Prestw-54,Mefenamic acid,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.094615415
18F04,Prestw-2061,Phthalylsulfacetamide,,Infectiology,Antibacterial,0.094450862
14C08,Prestw-1067,Ticarcillin sodium,,Infectiology,Antibacterial,0.094163747
07H09,Prestw-558,Gliclazide,,Metabolism,Anticoagulant 'Antidiabetic,0.093959902
10E03,Prestw-762,Sulfapyridine,,Metabolism,Antibacterial,0.093089796
03E02,Prestw-201,Ranitidine hydrochloride,,Gastroenterology,Antiulcer,0.093086283
03D03,Prestw-192,Thalidomide,,Central Nervous System 'Immunology,Hypnotic 'Immunosuppressant,0.092920354
03F07,Prestw-216,Tiapride hydrochloride,,Central Nervous System,Antiemetic 'Antipsychotic 'Anxiolytic 'Sedative,0.092643805
09D06,Prestw-1475,Oxacillin sodium,,Infectiology,Antibacterial,0.092337218
05A04,Prestw-323,Chlorpropamide,,Endocrinology,Antidiabetic,0.092268557
07G10,Prestw-549,Trimetazidine dihydrochloride,,Cardiovascular,Antianginal 'Anti-ischemic 'Vasodilator,0.091625074
07C04,Prestw-503,Cetirizine dihydrochloride,,Allergology,Antihistaminic 'Antipruritic,0.091574317
07D11,Prestw-520,Sulfasalazine,,Infectiology 'Metabolism,Antibacterial 'Anti-inflammatory,0.09116826
07F04,Prestw-533,Phenacetin,,Central Nervous System 'Metabolism,Analgesic 'Antipyretic,0.091066746
17H03,Prestw-1916,Eprobemide,,Central Nervous System,Antidepressant,0.090473445
17D11,Prestw-1867,Betamipron,,Infectiology,Antibacterial,0.090319687
18D03,Prestw-1974,Prifinium Bromide,,Gastroenterology,Antispastic,0.089511214
18B07,Prestw-1949,Phenolphthalein,,Gastroenterology,Laxative,0.089431542
18F03,Prestw-2056,Clopidol,,Veterinary,Anticoccidial,0.089232363
09H09,Prestw-718,Fluorometholone,,Endocrinology,Anti-inflammatory,0.089154861
03A10,Prestw-169,Hydralazine hydrochloride,,Cardiovascular,Antihypertensive,0.088993363
17H09,Prestw-1923,Benactyzine hydrochloride,,Central Nervous System,Antidepressant,0.088423346
12A10,Prestw-1167,Diacerein,,Immunology,Antiarthritic,0.088042462
05A09,Prestw-328,Zoxazolamine,,Metabolism 'Neuromuscular,Antigout 'Muscle relaxant 'Uricosuric,0.087343449
12A05,Prestw-884,Meglumine,,Metabolism 'Respiratory,Antileishmanial 'Antiseptic 'Expectorant,0.087251943
03F06,Prestw-215,Mefexamide hydrochloride,,Central Nervous System,CNS Stimulant,0.087057522
02B09,Prestw-98,Acetylsalicylsalicylic acid,,Central Nervous System 'Metabolism,Analgesic 'Anticoagulant 'Anti-inflammatory 'Antipyretic,0.086880107
19B09,Prestw-2003,Pilsicainide Hydrochloride,,Cardiovascular,Antiarrhythmic,0.086718867
18G03,Prestw-1955,Imidapril hydrochloride,,Cardiovascular,Antihypertensive,0.085965821
02G03,Prestw-142,Dipyridamole,,Cardiovascular 'Hematology,Anticoagulant 'Antiplatelet 'Vasodilator,0.085829211
18G02,Prestw-1957,Mizoribine,,Rheumatology 'Ophthalmology,Anti-inflammatory 'Immunosuppressant,0.085806477
03C09,Prestw-188,Pentolinium bitartrate,,Cardiovascular,Antihypertensive,0.085619469
09E07,Prestw-1799,Tigecycline,,Infectiology,,0.085553772
15E02,Prestw-1383,Clofibrate,,Metabolism,Antilipemic,0.0850374
03G05,Prestw-224,Oxymetazoline hydrochloride,,Respiratory,Nasal Decongestant 'Vasoconstrictor,0.084845133
09A04,Prestw-643,Flunisolide,,Endocrinology,Anti-inflammatory,0.084800056
16F10,Prestw-1740,Besifloxacin hydrochloride,,Ophthalmology,Antibacterial,0.084629947
01D03,Prestw-32,Epirizole,,Central Nervous System,Analgesic 'Anti-inflammatory 'Antipyretic,0.084104329
07B11,Prestw-500,Ethamivan,,Central Nervous System,Analeptic 'CNS stimulant,0.083554691
07G11,Prestw-1816,Ropivacaine hydrochloride,,Neuromuscular,Anesthetic,0.083554691
03D07,Prestw-196,Pentoxifylline,,Cardiovascular 'Respiratory,Bronchodilator 'Vasodilator,0.08340708
11D08,Prestw-837,Carbenoxolone disodium salt,,Metabolism,Antiulcer,0.083333863
03F10,Prestw-219,Ketoprofen,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.082853982
01A07,Prestw-6,Isoflupredone acetate,,Endocrinology,Anti-inflammatory,0.082696594
09G03,Prestw-702,Succinylsulfathiazole,,Infectiology,Antibacterial,0.082538907
11F05,Prestw-854,Roxithromycin,,Metabolism,Antibacterial,0.081960123
15B02,Prestw-1206,Acetylcysteine,,Metabolism,Mucolytic,0.081565444
03G10,Prestw-229,Nefopam hydrochloride,,Central Nervous System,Analgesic 'Anti-infiammatory,0.080033186
19G05,Prestw-1980,Hopantenate calcium,,Central Nervous System,Anticonvulsant 'CNS Stimulant,0.080027644
03H05,Prestw-234,Chlorphensin carbamate,,Central Nervous System,Muscle relaxant 'Anti-infiammatory,0.078761062
10G05,Prestw-784,Bendroflumethiazide,,Cardiovascular,Antihypertensive 'Diuretic,0.07843366
06G10,Prestw-469,Niridazole,,Infectiology 'Metabolism,Antihelmintic 'Antiparasitic 'Antiprotozoal,0.078001043
08D05,Prestw-594,Diclofenac sodium,,Central Nervous System,Anti-inflammatory,0.077861747
09E04,Prestw-1833,Tadalafil,,Cardiovascular,Erectile dysfunction treatment,0.077723498
07F03,Prestw-1797,Grepafloxacin,,Infectiology,,0.07756535
06H04,Prestw-473,Cefotetan,,Infectiology,Antibacterial,0.077366945
09H05,Prestw-714,Isosorbide dinitrate,,Cardiovascular,Antianginal,0.077179147
10F06,Prestw-775,Sulfamethazine sodium salt,,Metabolism,Antibacterial,0.076951578
04G03,Prestw-302,Lincomycin hydrochloride,,Infectiology,Antibacterial,0.076538269
10G07,Prestw-786,Methimazole,,Endocrinology,Antineoplastic,0.07649872
04F04,Prestw-293,Glafenine hydrochloride,,Metabolism,Analgesic,0.076238119
03F09,Prestw-218,Fenbufen,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.075553097
13E11,Prestw-1746,Lodoxamide,,Allergology,Antihistaminic,0.075324354
04B06,Prestw-255,Niflumic acid,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.074787394
06D10,Prestw-439,Carbimazole,,Metabolism,Antihyperthyroid,0.074703736
03G02,Prestw-221,Norfloxacin,,Infectiology,Antibacterial,0.074115044
07B07,Prestw-496,Tiaprofenic acid,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.074113865
10F07,Prestw-776,Guaifenesin,,Respiratory,Bronchodilator 'Expectorant,0.073946247
02C07,Prestw-106,Nicorandil,,Cardiovascular,Antianginal 'Vasodilator,0.072964795
16H05,Prestw-1729,Ceftibuten,,Infectiology,Antibacterial,0.072679406
11H02,Prestw-871,Iopamidol,,Diagnostic,Contrastant,0.072382103
02C05,Prestw-104,Famotidine,,Gastroenterology,Antiulcer,0.072276277
06C04,Prestw-423,Carisoprodol,,Central Nervous System,Analgesic 'Antipyretic 'Muscle relaxant 'Sedative,0.072209619
09D03,Prestw-1346,Sumatriptan succinate,,Central Nervous System,Antimigraine,0.071610022
01E06,Prestw-45,(S)-Naproxen,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.071106245
19B07,Prestw-2001,Flurbiprofen axetil,,Central Nervous System,Analgesic,0.070838994
19H08,Prestw-425,Chicago sky blue 6B,,Central Nervous System,,0.069802326
07D10,Prestw-519,Imipenem,,Infectiology,Antibacterial,0.069799509
05B07,Prestw-336,Chlormezanone,,Central Nervous System 'Neuromuscular,Anxiolytic 'Muscle relaxant,0.068813342
07A10,Prestw-489,Ceftazidime pentahydrate,,Infectiology,Antibacterial,0.068682853
07G05,Prestw-544,Tobramycin,,Infectiology,Antibacterial,0.067819981
11B03,Prestw-812,Cromolyn disodium salt,,Allergology 'Metabolism,Antiasthmatic 'Anti-inflammatory,0.066963462
07E04,Prestw-1169,Miglitol,,Endocrinology,Antidiabetic,0.066398782
11A04,Prestw-803,Pyrithyldione,,Central Nervous System,Hypnotic 'Sedative,0.066238433
03B08,Prestw-177,Sulfamethoxazole,,Infectiology,Antibacterial,0.066150442
12B07,Prestw-896,N-Acetyl-L-leucine,,Central Nervous System,Antivertigo,0.066096155
03C02,Prestw-181,Ampyrone,,Central Nervous System 'Metabolism,Analgesic 'Anticoagulant 'Anti-inflammatory 'Antipyretic,0.064325221
19H10,Prestw-2093,Hippuric acid,,Infectiology,Antibacterial,0.064242015
13H05,Prestw-1034,Pancuronium bromide,,Neuromuscular,Muscle relaxant,0.064222389
18G10,Prestw-2029,Cephradine monohydrate,,Infectiology,Antibacterial,0.064016253
06D04,Prestw-433,Cyanocobalamin,,Metabolism,Analgesic,0.063712712
09E03,Prestw-1340,Secnidazole,,Infectiology,Antiamebic,0.063486635
03A04,Prestw-163,Chlorzoxazone,,Central Nervous System,Anticonvulsant 'Muscle relaxant,0.063440265
01C06,Prestw-25,Thiamphenicol,,Infectiology,Antibacterial,0.063176006
03A05,Prestw-164,Ornidazole,,Infectiology 'Metabolism,Antibacterial 'Antiparasitic 'Antiprotozoal 'Antitrichomonal,0.063053097
07C06,Prestw-505,Metaproterenol sulfate,,Respiratory,Bronchodilator,0.062845783
03E07,Prestw-206,Meclofenamic acid sodium salt monohydrate,,Central Nervous System,Anti-inflammatory 'Antipyretic,0.062665929
07C09,Prestw-110,Acenocoumarol,,Hematology,Anticoagulant,0.061932155
17G02,Prestw-1903,Erdosteine,,Respiratory,Bronchodilator 'Mucolytic,0.060900762
11A06,Prestw-805,Piromidic acid,,Metabolism,Antibacterial,0.060781633
03E09,Prestw-208,Trimethoprim,,Infectiology 'Metabolism,Antibacterial 'Antimalarial,0.06039823
09A10,Prestw-649,Etanidazole,,Oncology,Antineoplastic 'Chemosensitizer,0.059843674
19F07,Prestw-2009,Buformin,,Endocrinology,Antidiabetic,0.059577008
06H03,Prestw-1295,Itopride,,Metabolism,,0.059443121
05E04,Prestw-363,Colchicine,,Metabolism,Antigout 'Anti-inflammatory,0.059255707
07B08,Prestw-497,Vancomycin hydrochloride,,Infectiology,Antibacterial,0.058582184
10F09,Prestw-1835,Alogliptin benzoate,,Metabolism,Antidiabetic,0.058425563
09D08,Prestw-631,Thiamine hydrochloride,,Immunology,Immunostimulant,0.058294368
12G08,Prestw-947,Prazosin hydrochloride,,Cardiovascular,Antihypertensive,0.058115679
01F11,Prestw-60,Tolazoline hydrochloride,,Cardiovascular,Vasodilator,0.057873538
08E10,Prestw-1292,Ipsapirone,,Central Nervous System,,0.057857302
04A05,Prestw-244,"Glutethimide, para-amino",,Oncology,Antineoplastic,0.057478739
08H09,Prestw-1392,Dexfenfluramine hydrochloride,,Central Nervous System,Anorectic,0.057057124
10C05,Prestw-744,Flunixin meglumine,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.056737637
05B04,Prestw-333,Zidovudine,,Infectiology,Antiviral,0.056232374
01A10,Prestw-9,Hydrochlorothiazide,,Metabolism,Antihypertensive 'Diuretic,0.055855785
09F03,Prestw-692,Citalopram hydrobromide,,Central Nervous System,Antidepressant,0.055363249
03C07,Prestw-186,Cloxacillin sodium salt,,Infectiology,Antibacterial,0.054811947
03H02,Prestw-231,Etodolac,,Central Nervous System 'Hematology,Analgesic 'Anti-inflammatory 'Antiplatelet 'Antipyretic,0.054756637
03H06,Prestw-1771,Carmofur,,Metabolism,Antineoplastic,0.05420354
02C10,Prestw-1810,Aliskiren hemifumarate,,Cardiovascular,Antihypertensive,0.054193619
16H03,Prestw-1794,Pemetrexed disodium,,Oncology,Antineoplastic,0.054161983
12A11,Prestw-1137,Esmolol hydrochloride,,Cardiovascular,Antiarrhythmic,0.053598429
04E05,Prestw-284,Diethylcarbamazine citrate,,Infectiology,Antihelmintic,0.053076538
02D05,Prestw-114,Ampicillin trihydrate,,Infectiology 'Metabolism,Antibacterial 'Antifungal,0.052925296
07F07,Prestw-953,"(S,-) Atenolol",,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive,0.052186786
09H03,Prestw-712,Benzocaine,,Neuromuscular,Local anesthetic,0.052013399
09G05,Prestw-704,Bromopride,,Central Nervous System,Antiemetic,0.051678414
12H09,Prestw-958,Urosiol,,Gastroenterology,Choleretic,0.05130216
04D03,Prestw-272,Indomethacin,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic 'Uricosuric,0.051175588
05H11,Prestw-400,Hesperidin,,Dermatology 'Oncology,Anti-haemorrhoids 'Anti-oxidant 'Antineoplastic,0.051063449
07F09,Prestw-538,Phenindione,,Hematology,Anticoagulant,0.050664072
03C10,Prestw-189,"Aminopurine, 6-benzyl",,Endocrinology,,0.049889381
10A03,Prestw-722,Isopyrin hydrochloride,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.049821258
06F05,Prestw-1429,Linezolid,,Infectiology,Antibacterial,0.049466654
04H08,Prestw-317,Guanethidine sulfate,,Central Nervous System 'Diagnostic,Antihypertensive 'Local anesthetic,0.049024512
10B06,Prestw-735,Flecainide acetate,,Cardiovascular,Antiarrhythmic,0.04899788
03D05,Prestw-194,Nimesulide,,Metabolism,Anti-inflammatory,0.048783186
10H05,Prestw-1823,Eprosartan mesylate,,Cardiovascular,Antihypertensive,0.048503853
09A07,Prestw-1125,Oxiconazole nitrate,,Infectiology 'Metabolism,Antifungal,0.04786796
17H11,Prestw-1925,Sulfisomidine,,Infectiology,Antibacterial,0.047267602
16H11,Prestw-1728,Cefprozil,,Infectiology,Antibacterial,0.047240135
11C10,Prestw-829,Dimethadione,,Central Nervous System,Anticonvulsant,0.047158711
01F03,Prestw-52,Carbamazepine,,Central Nervous System,Analgesic 'Anticonvulsant 'Antidiuretic 'Muscle relaxant 'Antidiabetic,0.047080906
02D03,Prestw-112,Metolazone,,Cardiovascular,Antihypertensive 'Diuretic 'Antineoplastic,0.046728633
08D04,Prestw-1369,Zaleplon,,Central Nervous System,Hypnotic 'Sedative,0.046210269
06B04,Prestw-413,Carbarsone,,Infectiology,Antiamebic 'Antiprotozoal,0.0460848
09F11,Prestw-700,Cefmetazole sodium salt,,Infectiology,Antibacterial,0.045732431
11H05,Prestw-874,Theobromine,,Cardiovascular 'Respiratory,Bronchodilator 'Diuretic,0.045670493
01A04,Prestw-3,Acetazolamide,,Metabolism,Anticonvulsant 'Antiglaucoma 'Diuretic,0.045016228
03A08,Prestw-167,Riluzole hydrochloride,,Central Nervous System,Antispastic 'Neuroprotectant,0.044911504
03B09,Prestw-178,Mephenesin,,Central Nervous System 'Neuromuscular,Anticonvulsant 'Local anesthetic 'Muscle relaxant,0.044247788
05E08,Prestw-367,Benfluorex,,Central Nervous System,Anorectic 'Antidiabetic 'CNS Stimulant,0.043895224
01F07,Prestw-56,Sulpiride,,Central Nervous System,Antidepressant 'Antiemetic 'Antipsychotic,0.043702342
06H10,Prestw-1325,Raclopride,,Central Nervous System,,0.043675229
17D10,Prestw-1866,Chromocarb,,Cardiovascular,Vasoconstrictor,0.043526171
03A03,Prestw-162,Pentylenetetrazole,,Central Nervous System 'Respiratory,Analeptic 'CNS Stimulant,0.042865044
08G05,Prestw-1469,Mercaptopurine,,Immunology,Immunosuppressant,0.04283174
07G06,Prestw-545,Tetramisole hydrochloride,,Immunology 'Infectiology,Antihelmintic 'Antiparasitic 'Immunomodulator,0.042745961
07A06,Prestw-485,Cefaclor hydrate,,Infectiology,Antibacterial,0.042289146
09F07,Prestw-696,Ethotoin,,Central Nervous System,Anticonvulsant,0.042131342
10G03,Prestw-782,Podophyllotoxin,,Metabolism,Antiviral,0.042081501
09B02,Prestw-651,Glimepiride,,Endocrinology,Antidiabetic 'Antineoplastic,0.04196385
01H08,Prestw-77,Prednisone,,Dermatology 'Endocrinology 'Immunology,Anti-inflammatory 'Antipruritic 'Immunosuppressant,0.041543816
09A08,Prestw-1166,Rebamipide,,Metabolism,Antiulcer,0.041461372
01G03,Prestw-62,"(R,S) Homatropine hydrobromide",,Diagnostic 'Ophthalmology,Antispastic 'Mydriatic,0.041309193
10A02,Prestw-721,Althiazide,,Metabolism,Antihypertensive 'Diuretic,0.041011109
03A11,Prestw-170,Phenelzine sulfate,,Central Nervous System,Antidepressant 'Antineoplastic,0.040320796
10D05,Prestw-754,Fenoprofen calcium salt dihydrate,,Metabolism,Anti-inflammatory,0.039529028
01E05,Prestw-44,Isoxicam,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.039197591
06G11,Prestw-470,Ceforanide,,Infectiology,Antibacterial,0.038729269
01A03,Prestw-2,Allantoin,,Dermatology,Antipsoriatic 'Vulnerary,0.038728346
04H05,Prestw-314,Enalapril maleate,,Cardiovascular,Antihypertensive,0.03841921
07E02,Prestw-1430,Lofexidine,,Cardiovascular,Antihypertensive,0.038177819
07E11,Prestw-530,Trolox,,Metabolism,Anti-oxidant,0.038127062
01C03,Prestw-22,(D)-Panthenol,,Metabolism,Anti-alopecia,0.038024479
02F02,Prestw-131,Glipizide,,Endocrinology,Antidiabetic,0.037959088
19E03,Prestw-2060,Flosequinan,,Cardiovascular,Vasodilator,0.037806976
04G02,Prestw-301,Lisinopril,,Cardiovascular,Antihypertensive 'Vasodilator,0.037618809
08E08,Prestw-1818,Tirofiban hydrochloride,,Hematology,Antiplatelet,0.03758613
08F10,Prestw-619,Diflorasone Diacetate,,Endocrinology,Anti-inflammatory 'Antipruritic 'Antipsoriatic,0.036830407
06B07,Prestw-416,Bacampicillin hydrochloride,,Infectiology,Antibacterial,0.036573337
07A07,Prestw-486,Colistin sulfate,,Infectiology,Antibacterial 'Antifungal,0.036502834
04A04,Prestw-243,Bufexamac,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.036318159
04G04,Prestw-303,Telenzepine dihydrochloride,,Gastroenterology,Antiulcer,0.036068034
01E04,Prestw-43,Betazole hydrochloride,,Gastroenterology,Diagnostic,0.035912877
12G09,Prestw-948,Timolol maleate salt,,Cardiovascular 'Ophthalmology,Antianginal 'Antiarrhythmic 'Antiglaucoma 'Antihypertensive,0.035830578
01E10,Prestw-49,Amyleine hydrochloride,,Neuromuscular,Local anesthetic,0.03520901
02G06,Prestw-145,Chlortetracycline hydrochloride,,Infectiology 'Metabolism,Antiamebic 'Antibacterial,0.034951351
09B04,Prestw-653,Mepenzolate bromide,,Neuromuscular,Antispastic 'Antiulcer,0.034761672
07C07,Prestw-506,Sisomicin sulfate,,Infectiology,Antibacterial,0.034421792
11G10,Prestw-869,Phthalylsulfathiazole,,Metabolism,Antibacterial,0.034337139
03C08,Prestw-1812,Lacosamide,,Central Nervous System,Analgesic,0.034292035
08D07,Prestw-1499,Fomepizole,,Metabolism,,0.034207602
10D06,Prestw-755,Piperacillin sodium salt,,Metabolism,Antibacterial,0.034012392
08H06,Prestw-1511,Aceclidine hydrochloride,,Ophthalmology,Antiglaucoma,0.033451878
10B04,Prestw-733,Metoprolol-(+)-tartrate salt,,Cardiovascular,Antiarrhythmic 'Antihypertensive,0.03331252
06G09,Prestw-468,Neostigmine bromide,,Diagnostic,Anti-fatigue,0.03327603
01E09,Prestw-48,Dicyclomine hydrochloride,,Gastroenterology,Antispastic,0.033144332
06F11,Prestw-460,Dinoprost trometamol,,Endocrinology,Oxytocic,0.033064664
08C09,Prestw-588,Galanthamine hydrobromide,,Central Nervous System,Analgesic 'Anti-Alzheimer 'Anti-fatigue,0.032829518
15H11,Prestw-1472,Hexachlorophene,,Infectiology,Antiseptic 'Antifungal,0.032447474
14H11,Prestw-1120,Nadifloxacin,,Infectiology,Antibacterial,0.032039462
08E04,Prestw-1364,Zafirlukast,,Respiratory,Antiasthmatic,0.031895977
09G10,Prestw-709,Trioxsalen,,Dermatology,,0.03124433
19C02,Prestw-2070,Kanamycin B,,Infectiology,Antibacterial,0.030880147
10C07,Prestw-746,Glycopyrrolate bromide,,Gastroenterology,Antispastic,0.030760047
17C04,Prestw-1441,Mevastatin,,Cardiovascular,Hypocholesterolemic,0.030354283
19A11,Prestw-1995,Benzylhydrochlorothiazide,,Cardiovascular,Diuretic,0.03026757
10E02,Prestw-761,Butamben,,Central Nervous System,Anesthetic,0.030142513
07A02,Prestw-481,Serotonin hydrochloride,,Central Nervous System,CNS Stimulant,0.029650622
02A08,Prestw-87,Diazoxide,,Cardiovascular 'Metabolism,Antidiuretic 'Antihypertensive 'Vasodilator,0.029262017
06E07,Prestw-446,Carteolol hydrochloride,,Cardiovascular 'Ophthalmology,Antiglaucoma 'Antihypertensive,0.029217805
08E09,Prestw-1460,Oxibendazol,,Metabolism,,0.028961992
04A11,Prestw-250,Alprenolol hydrochloride,,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive,0.028864432
06F02,Prestw-451,Alizapride hydrochloride,,Central Nervous System,Antiemetic,0.028372342
10C06,Prestw-745,Spiramycin,,Metabolism,Antibacterial,0.028125236
08G09,Prestw-1129,Benazepril hydrochloride,,Cardiovascular,Antihypertensive,0.027983996
12D11,Prestw-1825,Gemifloxacin mesylate,,Respiratory,Antibacterial,0.027887746
06D02,Prestw-1303,Pefloxacine,,Infectiology,Antibacterial,0.02714642
06D05,Prestw-434,Cefadroxil,,Infectiology,Antibacterial,0.02714642
19F02,Prestw-2050,Ebrotidine,,Gastroenterology,Antiulcer,0.027110444
09C06,Prestw-1387,Tetraethylenepentamine pentahydrochloride,,Metabolism,Antilipemic,0.026805778
03B07,Prestw-176,Iproniazide phosphate,,Cardiovascular 'Central Nervous System,Antidepressant 'Antihypertensive,0.026714602
03G06,Prestw-225,Nifenazone,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.026714602
08E02,Prestw-1198,Tranilast,,Allergology,Antiallergic,0.026250278
11H11,Prestw-880,Carbachol chloride,,Cardiovascular,Antihypertensive 'Vasodilator,0.026094699
09E10,Prestw-1253,N-Butylscopolammonium bromide,,Central Nervous System,Antispastic,0.026010189
04E11,Prestw-290,Sulfinpyrazone,,Hematology 'Metabolism,Antiplatelet 'Uricosuric,0.025212606
07E09,Prestw-528,Triflusal,,Hematology,Anticoagulant 'Antiplatelet,0.024980966
08F02,Prestw-1431,Loracarbef,,Infectiology,Antibacterial,0.024827739
