SMILES,CHEMBL_ID,CHEMBL_COMPOUND_NAME,CHEMBL_MAX_PHASE,Plate Number/Position Number,Prestw number,Chemical name,Structure,Broad Therapeutic class,Reported therapeutic effect,Inhibition Index
Cl.c1ccc2c(CC3=NCCN3)cccc2c1,CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,4,01E07,Prestw-46,Naphazoline hydrochloride,nan,Cardiovascular,Nasal Decongestant 'Vasoconstrictor,0.013623743999999998
C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL1200980,ESTROPIPATE,4,09E09,Prestw-688,Estropipate piperazine salt,nan,Endocrinology,Contraceptive,0.013573871000000001
Cl.c1ccc2c(c1)CCCC2C1=NCCN1,CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,4,09F09,Prestw-698,Tetrahydrozoline hydrochloride,nan,Cardiovascular,Nasal Decongestant 'Vasoconstrictor,0.013448251999999999
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,CHEMBL221572,RIBOSTAMYCIN,0,10D09,Prestw-758,Ribostamycin sulfate salt,nan,Metabolism,Antibacterial,0.013139748
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,CHEMBL817,TOLAZAMIDE,4,07H05,Prestw-554,Tolazamide,nan,Metabolism,Antidiabetic,0.013103798
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,CHEMBL1243,SULFABENZAMIDE,4,09H02,Prestw-711,Sulfabenzamide,nan,Infectiology,Antibacterial,0.012987647
C=CC(N)CCC(=O)O,CHEMBL89598,VIGABATRIN,4,07C02,Prestw-501,Vigabatrin hydrochloride,nan,Central Nervous System,Anticonvulsant 'Antiepileptic,0.012951527
Cn1c(=O)c2nc[nH]c2n(C)c1=O,CHEMBL190,THEOPHYLLINE,4,11H04,Prestw-873,Theophylline monohydrate,nan,Cardiovascular 'Central Nervous System 'Respiratory,Bronchodilator 'CNS Stimulant 'Diuretic 'Vasodilator,0.012509936999999999
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-].[Br-],CHEMBL1200514,DEMECARIUM BROMIDE,4,08F07,Prestw-616,Demecarium bromide,nan,Ophthalmology,Antiglaucoma,0.012380529
CC(=O)Nc1c(I)c(C(=O)N[C@H]2[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,"CHEMBL1200889,CHEMBL462394",METRIZAMIDE,"0,4",06G04,Prestw-463,Metrizamide,nan,Diagnostic,Contrastant,0.012350811000000001
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,CHEMBL29292,UBENIMEX,2,16A10,Prestw-1784,Ubenimex,nan,Oncology 'Immunology,Antineoplastic 'Immunomodulator,0.012216766
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,CHEMBL945,AMILORIDE,4,01A08,Prestw-7,Amiloride hydrochloride dihydrate,nan,Metabolism,Antihypertensive 'Diuretic,0.012169085
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,CHEMBL1191,SULFAMETHIZOLE,4,10C03,Prestw-742,Sulfamethizole,nan,Metabolism,Antibacterial,0.011987018
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,CHEMBL454,BUTALBITAL,4,06F10,Prestw-1251,Butalbital,nan,Central Nervous System,Hypnotic 'Sedative,0.011505348
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,CHEMBL333826,DEQUALINIUM,4,05G09,Prestw-388,Dequalinium dichloride,nan,Infectiology,Antibacterial 'Antiseptic 'Antifungal,0.011370008999999999
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1170,TESTOSTERONE PROPIONATE,4,06A02,Prestw-401,Testosterone propionate,nan,Endocrinology,Anabolic,0.011082616000000002
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,CHEMBL1208,CINOXACIN,4,10F11,Prestw-780,Cinoxacin,nan,Metabolism,Antibacterial,0.01038143
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,CHEMBL1148,TORSEMIDE,4,13G11,Prestw-1030,Torsemide,nan,Cardiovascular,Antihypertensive 'Diuretic,0.010373489
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,CHEMBL1201110,VALACYCLOVIR HYDROCHLORIDE,4,06C10,Prestw-1505,Valacyclovir hydrochloride,nan,Infectiology,Antiviral,0.010194879
COc1ccc(C(=O)N2CCCC2=O)cc1,CHEMBL36994,ANIRACETAM,0,08G10,Prestw-1178,Aniracetam,nan,Central Nervous System,Anti-Alzheimer,0.010068904
CC(=O)OC(C)C[N+](C)(C)C.[Cl-],CHEMBL1200764,METHACHOLINE CHLORIDE,4,10D10,Prestw-759,Methacholine chloride,nan,Diagnostic,Diagnostic,0.009846234
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,CHEMBL438,SULFAMERAZINE,4,09F05,Prestw-694,Sulfamerazine,nan,Infectiology,Antibacterial,0.009386559000000001
CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,"CHEMBL1491875,CHEMBL3183549",BENFOTIAMINE,"0,3",09B05,Prestw-654,Benfotiamine,nan,Metabolism,nan,0.009051574
Cc1cc(C(=O)NNCc2ccccc2)no1,CHEMBL1201168,ISOCARBOXAZID,4,10H06,Prestw-795,Isocarboxazid,nan,Central Nervous System,Antidepressant 'Detoxifying agents for antineoplastic treatment,0.009022856
CC[C@@H](C(N)=O)N1CCCC1=O,CHEMBL1286,LEVETIRACETAM,4,08H08,Prestw-1427,Levetiracetam,nan,Central Nervous System,Anticonvulsant,0.008913092
Cc1ccsc1/C=C/C1=NCCCN1C.O=C(O)C(O)C(O)C(=O)O,CHEMBL1445794,MORANTEL TARTRATE,0,01G02,Prestw-61,Morantel tartrate,nan,Infectiology,Antihelmintic,0.007992805
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,CHEMBL719,MUPIROCIN,4,01F02,Prestw-1795,Mupirocin,nan,Infectiology,Antibacterial,0.00794588
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,CHEMBL1697853,TRIMETOZINE,0,10B08,Prestw-1702,Trimetozine,nan,Central Nervous System,Sedative,0.007911295
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CHEMBL898,DIFLUNISAL,4,01D10,Prestw-39,Diflunisal,nan,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic 'Uricosuric,0.006631995
CCCc1ncc(C[n+]2ccccc2C)c(N)n1,"CHEMBL1179735,CHEMBL97350",AMPROLIUM,0,01A09,Prestw-8,Amprolium hydrochloride,nan,Infectiology 'Metabolism,Anticoccidial Antiparasitic,0.006303523
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,CHEMBL268869,SULFAMETHOXYPYRIDAZINE,4,10A05,Prestw-724,Sulfamethoxypyridazine,nan,Infectiology,Antibacterial,0.00581168
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CHEMBL1443577,SULFACHLORPYRIDAZINE,0,09H06,Prestw-715,Sulfachloropyridazine,nan,Infectiology,Antibacterial,0.005743597
CCCNC(C)C(=O)Nc1ccccc1C.Cl,CHEMBL1200586,PRILOCAINE HYDROCHLORIDE,4,03D10,Prestw-199,Prilocaine hydrochloride,nan,Neuromuscular,Local anesthetic,0.005641593
Cl.N[C@@H]1C[C@H]1c1ccccc1,CHEMBL1255743,TRANYLCYPROMINE HYDROCHLORIDE,0,03B04,Prestw-173,Tranylcypromine hydrochloride,nan,Central Nervous System,Antidepressant,0.005475664
O=C(O)/C=C\C(=O)O.S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,CHEMBL1256702,THIOPERAMIDE MALEATE,0,12E03,Prestw-922,Thioperamide maleate,nan,Central Nervous System,Antiemetic,0.004510976
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL44657,ETOPOSIDE,4,05H07,Prestw-396,Etoposide,nan,Oncology,Antineoplastic,0.00429931
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,CHEMBL1200778,DEXRAZOXANE HYDROCHLORIDE,4,15E03,Prestw-1830,Dexrazoxane hydrochloride,nan,Cardiovascular,Chemoprotectant,0.004263358
CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O,"CHEMBL1201008,CHEMBL3989569",IBANDRONATE SODIUM,"0,4",09D10,Prestw-1285,Ibandronate sodium,nan,Metabolism,Antiosteoporetic,0.004194291
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,"CHEMBL1566,CHEMBL404271",ACARBOSE,"0,4",08A09,Prestw-1174,Acarbose,nan,Endocrinology,Antidiabetic,0.004156479
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl,CHEMBL1319139,BROMHEXINE HYDROCHLORIDE,4,15B04,Prestw-1246,Bromhexine hydrochloride,nan,Respiratory,Expectorant,0.004110184
CN(C)C(=N)N=C(N)N.Cl,CHEMBL1703,METFORMIN HYDROCHLORIDE,4,01A05,Prestw-4,Metformin hydrochloride,nan,Endocrinology,Anorectic 'Antidiabetic 'Antilipemic 'Antineoplastic,0.002690337
CC(=O)NS(=O)(=O)c1ccc(N)cc1,CHEMBL455,SULFACETAMIDE,4,01B05,Prestw-14,Sulfacetamide sodic hydrate,nan,Dermatology 'Infectiology,Antibacterial Antipsoriatic,0.0023618660000000002
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CHEMBL802,MINOXIDIL,4,01B11,Prestw-20,Minoxidil,nan,Cardiovascular,Anti-alopecia 'Antihypertensive 'Vasodilator,0.002314942
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,CHEMBL111,RIMONABANT,4,19F10,Prestw-1990,Rimonabant,nan,Metabolism,Anorectic,0.000816769
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL532,ERYTHROMYCIN,4,02H02,Prestw-151,Erythromycin,nan,Infectiology 'Metabolism,Antibacterial 'Anti-inflammatory,0.0005254480000000001
CCCCC(O)c1ccccc1,CHEMBL2104321,FENIPENTOL,0,08F03,Prestw-1501,Fenipentol,nan,Metabolism,Choleretic,0.00046677
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL638,VORICONAZOLE,4,08C06,Prestw-1500,Voriconazole,nan,Infectiology 'Metabolism,Antifungal,6.66815e-05
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CHEMBL454950,TETRACYCLINE HYDROCHLORIDE,4,02F11,Prestw-140,Tetracycline hydrochloride,nan,Infectiology,Antibacterial,-0.00019930799999999998
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,CHEMBL1234,DEFEROXAMINE MESYLATE,4,10A06,Prestw-725,Deferoxamine mesylate,nan,Diagnostic,Chelating,-0.00032249
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,CHEMBL1437847,SULFAQUINOXALINE,0,10B02,Prestw-731,Sulfaquinoxaline sodium salt,nan,Infectiology,Antibacterial,-0.00044599699999999995
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CHEMBL439,SULFADIAZINE,4,01C04,Prestw-23,Sulfadiazine,nan,Infectiology,Antibacterial,-0.0006413009999999999
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL130,CHLORAMPHENICOL,4,01D02,Prestw-31,Chloramphenicol,nan,Infectiology,Antibacterial,-0.0006413009999999999
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,CHEMBL1200359,SULFAMETER,4,10E10,Prestw-769,Sulfameter,nan,Metabolism,Antibacterial,-0.000775348
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,CHEMBL70246,ACEFYLLINE,4,09C08,Prestw-1507,Acefylline,nan,Central Nervous System,CNS Stimulant,-0.001039849
CC1=C(O)SC(C)C1=O,CHEMBL196358,THIOLACTONE,0,09A05,Prestw-644,N-Acetyl-DL-homocysteine Thiolactone,nan,Respiratory,Expectorant,-0.0018773120000000001
Cn1nnc2c(C(N)=O)ncn2c1=O,CHEMBL810,TEMOZOLOMIDE,4,08D08,Prestw-1183,Temozolomide,nan,Oncology,Antineoplastic,-0.001889309
Cc1cc(=O)n(-c2ccccc2)n1C,CHEMBL277474,ANTIPYRINE,4,01C10,Prestw-29,Antipyrine,nan,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,-0.001955187
COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,CHEMBL1257015,PICOTAMIDE,4,02D10,Prestw-119,Picotamide monohydrate,nan,Hematology 'Thrombolytic,Anticoagulant 'Antiplatelet,-0.002446051
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CHEMBL1068,OXCARBAZEPINE,4,06E05,Prestw-1156,Oxcarbazepine,nan,Central Nervous System,Anticonvulsant,-0.003712993
CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,CHEMBL1566249,AMPIROXICAM,0,16G06,Prestw-1772,Ampiroxicam,nan,Immunology 'Metabolism,Anti-inflammatory 'Analgesic,-0.00375673
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,CHEMBL1571863,ISOCONAZOLE,4,02E08,Prestw-127,Isoconazole,nan,Infectiology 'Metabolism,Antibacterial 'Antifungal 'Antifungal 'Antibacterial,-0.003859325
NC(=O)CN1CCCC1=O,CHEMBL36715,PIRACETAM,4,07F08,Prestw-537,Piracetam,nan,Central Nervous System,CNS Stimulant,-0.004356653
CC(c1cc2ccccc2s1)N(O)C(N)=O,CHEMBL93,ZILEUTON,4,09C04,Prestw-1365,Zileuton,nan,Respiratory,Antiasthmatic,-0.004389699
COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl,CHEMBL1237065,TRAMADOL HYDROCHLORIDE,4,09E08,Prestw-1465,Tramadol hydrochloride,nan,Central Nervous System,Analgesic,-0.004515319
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,CHEMBL1237102,LEVOCABASTINE HYDROCHLORIDE,4,13H10,Prestw-1039,Levocabastine hydrochloride,nan,Allergology,Antihistaminic,-0.004749659
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CHEMBL942,BISACODYL,4,06B10,Prestw-419,Bisacodyl,nan,Gastroenterology,Laxative 'Antineoplastic,-0.005023462
CCOC(=O)NNc1nncc2ccccc12.Cl,CHEMBL1318529,TODRALAZINE HYDROCHLORIDE,0,01H02,Prestw-71,Todralazine hydrochloride,nan,Cardiovascular,Antihypertensive,-0.005099128
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,CHEMBL367463,PRANOPROFEN,0,09E02,Prestw-1318,Pranoprofen,nan,Metabolism,Anti-inflammatory,-0.005143415
COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,CHEMBL1200880,DIPHEMANIL METHYLSULFATE,4,01H10,Prestw-79,Diphemanil methylsulfate,nan,Gastroenterology,Antispastic 'Antiulcer,-0.005474524000000001
N=S(=O)(O)Cc1noc2ccccc12,CHEMBL750,ZONISAMIDE,4,09C10,Prestw-1162,Zonisamide,nan,Central Nervous System,Anticonvulsant,-0.00614837
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,CHEMBL1109,SULFAPHENAZOLE,4,01C02,Prestw-21,Sulfaphenazole,nan,Infectiology,Antibacterial,-0.006178391
NCC(CC(=O)O)c1ccc(Cl)cc1,CHEMBL701,BACLOFEN,4,02A06,Prestw-85,Baclofen,nan,Central Nervous System,Antispastic 'Muscle relaxant 'Alcohol addiction treatment,-0.006323495
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CHEMBL1220,TINIDAZOLE,4,10E07,Prestw-766,Tinidazole,nan,Infectiology,Antiamebic 'Antibacterial,-0.006621335
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,CHEMBL1077,BROMFENAC,4,19H03,Prestw-1943,Bromfenac,nan,Ophthalmology,Anti-inflammatory 'Analgesic,-0.006958243
Cc1ncc([N+](=O)[O-])n1CCO,CHEMBL137,METRONIDAZOLE,4,02A02,Prestw-81,Metronidazole,nan,Infectiology 'Metabolism,Antiamebic 'Antibacterial 'Antiprotozoal 'Antibacterial,-0.007084488000000001
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CHEMBL8,CIPROFLOXACIN,4,02D04,Prestw-113,Ciprofloxacin hydrochloride monohydrate,nan,Infectiology 'Metabolism,Antibacterial 'Antiprotozoal,-0.007265677
CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,CHEMBL93298,AROTINOLOL,3,18H09,Prestw-1983,Arotinolol hydrochloride,nan,Cardiovascular,Antiarrhythmic,-0.00772816
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21.[Na+],CHEMBL1255939,NALIDIXATE SODIUM,0,09D05,Prestw-1447,Nalidixic acid sodium salt,nan,Infectiology,Antibacterial,-0.007948915
Cc1c(O)c(=O)n(-c2ccccc2)n1C,CHEMBL1526434,,0,01C11,Prestw-30,"Antipyrine, 4-hydroxy",nan,Metabolism,nan,-0.008336918
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1.Cl,CHEMBL1742424,CELIPROLOL HYDROCHLORIDE,4,08D10,Prestw-1132,Celiprolol hydrochloride,nan,Cardiovascular,Antianginal 'Antihypertensive,-0.008424094
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,CHEMBL1009,LEVODOPA,4,01B08,Prestw-17,Levodopa,nan,Central Nervous System,Antiparkinsonian,-0.008759238
CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,CHEMBL296588,PEPSTATIN,0,06A06,Prestw-405,Pepstatin A,nan,Infectiology,Antiviral,-0.009250779
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],CHEMBL1200347,ISOPROPAMIDE IODIDE,4,10E11,Prestw-770,Isopropamide iodide,nan,Metabolism,Antiulcer,-0.009585498000000001
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,CHEMBL1043,DAPSONE,4,01D06,Prestw-35,Dapsone,nan,Infectiology,Antibacterial 'Antimalarial,-0.009603879000000001
CN(C)/N=N/c1[nH]cnc1C(N)=O,CHEMBL476,DACARBAZINE,4,08B05,Prestw-574,Dacarbazine,nan,Oncology,Antineoplastic,-0.010602356
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CHEMBL782,TOLBUTAMIDE,4,03C11,Prestw-190,Tolbutamide,nan,Endocrinology,Antidiabetic,-0.011117257
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1201012,FLURANDRENOLIDE,4,09A06,Prestw-645,Flurandrenolide,nan,Dermatology 'Endocrinology,Anti-inflammatory 'Antipruritic,-0.011298765
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,"CHEMBL1256665,CHEMBL3989562",TERAZOSIN HYDROCHLORIDE,"0,4",10D02,Prestw-751,Terazosin hydrochloride,nan,Cardiovascular,Antihypertensive,-0.011314592
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,CHEMBL788,IDOXURIDINE,4,01B09,Prestw-18,Idoxuridine,nan,Infectiology,Antiviral,-0.01138701
COc1cc([S+](C)[O-])ccc1-c1nc2ccc[nH]c-2n1,CHEMBL286020,SULMAZOLE,0,09A02,Prestw-641,Sulmazole,nan,Cardiovascular,Cardiotonic,-0.011466256999999999
CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,CHEMBL1323453,ETIFENIN,0,07C05,Prestw-504,Etifenin,nan,Diagnostic,Chemosensitizer,-0.011564165
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,CHEMBL1200392,DOXYLAMINE SUCCINATE,4,01C08,Prestw-27,Doxylamine succinate,nan,Allergology 'Central Nervous System,Anti-anorectic 'Antiemetic 'Antihistaminic 'Antitussive 'Sedative,-0.011574708000000001
Cc1cnc(C(=O)O)c[n+]1[O-],CHEMBL345714,ACIPIMOX,4,08F09,Prestw-1127,Acipimox,nan,Metabolism,Antilipemic,-0.012069348999999998
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1090,VIDARABINE,4,10E09,Prestw-768,Vidarabine,nan,Metabolism,Antiviral,-0.012384984
CN1CCCN=C1/C=C/c1cccc(O)c1,CHEMBL1240977,OXANTEL,0,05H09,Prestw-398,Oxantel pamoate,nan,Infectiology,Antihelmintic,-0.013401818999999999
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,CHEMBL885,EMTRICITABINE,4,08F06,Prestw-1604,(-) Emtricitabine,nan,Infectiology,Antiviral,-0.013402978000000001
CCN(CC)CC(=O)Nc1c(C)cccc1C,"CHEMBL1200409,CHEMBL541521",LIDOCAINE HYDROCHLORIDE,"0,4",01E11,Prestw-50,Lidocaine hydrochloride,nan,Cardiovascular 'Neuromuscular,Antiarrhythmic 'Local anesthetic,-0.013639385
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CHEMBL1200881,MINOCYCLINE HYDROCHLORIDE,4,04H06,Prestw-315,Minocycline hydrochloride,nan,Infectiology,Antibacterial,-0.013906953
CC(N)CCCC(C)(C)O.Cl,CHEMBL2107282,HEPTAMINOL HYDROCHLORIDE,0,01B06,Prestw-15,Heptaminol hydrochloride,nan,Cardiovascular,Analeptic 'Positive inotropic 'Vasodilator,-0.014530951
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CHEMBL43452,POMALIDOMIDE,4,08A03,Prestw-1839,Pomalidomide,nan,Oncology 'Immunology,Antineoplastic 'Anti-angiogenesis 'Immunomodulator,-0.014736608
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,CHEMBL708,ZIPRASIDONE,4,08A02,Prestw-1188,Ziprasidone  hydrochloride,nan,Central Nervous System,Antipsychotic,-0.014825517
CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,4,08B09,Prestw-1158,Ropinirole hydrochloride,nan,Central Nervous System,Antiparkinsonian,-0.015314514
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CHEMBL953,ENTACAPONE,4,08A10,Prestw-1403,Entacapone,nan,Central Nervous System,Antiparkinsonian,-0.015892421
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CHEMBL406,INDAPAMIDE,4,03F11,Prestw-220,Indapamide,nan,Metabolism,Antihypertensive 'Diuretic,-0.016205752
NC(=O)c1cccnc1,CHEMBL1140,NIACINAMIDE,4,08A11,Prestw-1449,Nicotinamide,nan,Dermatology,Vitamin,-0.016336964
C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,"CHEMBL120476,CHEMBL3188339",ALCURONIUM CHLORIDE,"0,4",13H07,Prestw-1036,Alcuronium chloride,nan,Neuromuscular,Muscle relaxant,-0.01685692
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CHEMBL893,DICLOXACILLIN,4,06E11,Prestw-450,Dicloxacillin sodium salt hydrate,nan,Infectiology,Antibacterial,-0.016902221999999998
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL1451633,ETOFENAMATE,0,08D03,Prestw-1407,Etofenamate,nan,Metabolism,Anti-inflammatory,-0.017181596
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,CHEMBL1200340,OSELTAMIVIR PHOSPHATE,4,19G11,Prestw-1953,Oseltamivir phosphate,nan,Infectiology,Antiviral,-0.017466289
CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,CHEMBL1200841,PROCAINE HYDROCHLORIDE,4,01E02,Prestw-41,Procaine hydrochloride,nan,Neuromuscular,Local anesthetic,-0.017487193999999998
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,CHEMBL1200845,HALCINONIDE,4,09B06,Prestw-655,Halcinonide,nan,Dermatology 'Endocrinology,Anti-inflammatory 'Antipruritic 'Antineoplastic,-0.017789099
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,CHEMBL1200619,ABACAVIR SULFATE,4,12C03,Prestw-1512,Abacavir sulfate,nan,Infectiology,Antiviral,-0.018075275
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,CHEMBL159226,MOXISYLYTE,4,01E03,Prestw-42,Moxisylyte hydrochoride,nan,Cardiovascular,Erectile dysfunction treatment 'Vasodilator,-0.019129551
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,CHEMBL559180,ISOXSUPRINE HYDROCHLORIDE,4,01G09,Prestw-68,Isoxsuprine hydrochloride,nan,Cardiovascular,Vasodilator,-0.020678059
